"id","l3","rooms","bathrooms","surface_total","surface_covered","price","property_type"
"kaf+EEnyVljFapr7dhjkMw==","Monserrat",4,2,140,110,250000,"Departamento"
"12PE4vIHrj/1jWOvtAuMVw==","San Telmo",4,2,135,128,330000,"Departamento"
"kBYL0FNZhkKCEexrGjn91A==","Parque Chas",4,2,105,100,290000,"Departamento"
"F6DHuiw8hpzDZvdxH2iSUA==","Barrio Norte",4,1,111,107,320000,"Departamento"
"XmMVqW0tn/AZ9XP1QFdVZg==","Las Cañitas",4,2,75,75,205000,"Departamento"
"FYlNhGz3jcYLoXOryXEoIg==","Villa Crespo",4,2,100,85,167000,"Departamento"
"ZpCGvZrbR45DR6RD1J+hBQ==","Villa Urquiza",4,2,105,100,290000,"Departamento"
"ldi0VosRjdyDwcTGAjhwhA==","Villa Urquiza",4,2,80,75,248000,"Departamento"
"F5dGPUI3IAlCgu0iXX/uvA==","Villa Urquiza",4,2,125,95,482893,"Departamento"
"t/0kx+saUWhBYIGqXMHoNw==","Monserrat",7,3,263,180,335000,"PH"
"RB66QMC2Iw2yx6AmyUP9eA==","Villa General Mitre",7,4,160,160,520000,"Casa"
"7PLDZscIYITDt9GysxBbSA==","Almagro",5,4,170,160,370000,"Departamento"
"tZQlHZ6rbA6FUKn2IoNVqg==","Recoleta",7,3,241,211,680000,"Departamento"
"euFyy+Iz6hLW7nj2rDG5SA==","Balvanera",6,4,189,189,315000,"Departamento"
"v/Mq2+CREmdmAzNkAIOITw==","Caballito",3,1,92,57,149000,"PH"
"ufLfGbpn0LD+UPDUjS/+1w==","Versalles",6,2,186,155,360000,"PH"
"YeBqKiYfOGjfbiP/HRsPsw==","Colegiales",5,2,186,110,355000,"PH"
"8FF4h1QbujCuIr8Dq7AAGQ==","Saavedra",6,3,220,220,398000,"Casa"
"Oz6w1Sy35EDo7WArS7zTIw==","Caballito",2,1,68,68,145000,"Casa"
"ddcCsys1OaZ0WHe3s8bWuw==","Villa Urquiza",4,3,180,180,398000,"Casa"
"72OKvpuYe2m5aIyzciIu2Q==","Boedo",1,1,95,34,136000,"Departamento"
"w6NsOjeFX5CAdldSyuVmVw==","Boedo",1,1,41,41,79000,"Departamento"
"LjtRAUyaZ5a7wT088IH2KA==","Flores",4,3,158,143,350000,"Departamento"
"/w1O/SgUqN7rsx0R0SzgcA==","Nuñez",5,1,168,120,325000,"Departamento"
"mGSfabQxNocMCeAXo7vqTw==","Nuñez",4,3,136,136,777777,"Departamento"
"sH6qt4vJBvcZZKUCJnd6mg==","Almagro",4,2,80,80,177900,"Departamento"
"gIA/5mj8jowpbp994/cHhg==","Palermo",3,2,75,75,229000,"Departamento"
"/FB93TebrNVxFfER9Aaghg==","Palermo",1,1,50,47,138000,"Departamento"
"Kk3dCAUMe6s/A/WfG84bjA==","Palermo",3,2,138,75,310000,"Departamento"
"iDsY9br0QErwytPaZOk/XQ==","Palermo",2,1,50,46,140000,"Departamento"
"8QfZD1fir6RUcaiYgVwWHQ==","Palermo",2,1,63,48,220000,"Departamento"
"1TeVVSUpgQTWfKNmtgOCCA==","Palermo",2,1,41,39,143000,"Departamento"
"UyRp0/v7BgxIOvwDUgI92A==","Palermo",3,2,93,80,395000,"Departamento"
"svtXHIUCvY/cq4hM31AYWw==","Palermo",1,1,37,34,130000,"Departamento"
"ghgTRNmC6ulwbPgeNoBNqw==","Palermo",3,2,117,103,340000,"Departamento"
"qNAxv/CFPjgpPcO3ONWUXQ==","Palermo",1,1,50,47,145000,"Departamento"
"93j6dQHDVlVlOQiOgXttpA==","Palermo",1,1,50,47,145000,"Departamento"
"Rmf02+eUiePW32BvW31SKg==","Pompeya",1,1,95,34,136000,"Departamento"
"nwGUK4SsJa1NA3qGJMIIjg==","Belgrano",2,1,50,44,108000,"Departamento"
"qwaldRVYvQdGqWrk5kko6w==","Belgrano",3,1,94,94,285000,"Departamento"
"C4csMHEPkuWk6jgEfB7vjQ==","Paternal",3,1,56,56,125000,"Departamento"
"NixHtyUGfc9rE8PboulILA==","Recoleta",3,1,61,56,128000,"Departamento"
"UOzH9zENmeNVOHKj3pg1vA==","Recoleta",4,2,154,143,495000,"Departamento"
"FLSuyUOggerW7BWS0j84IQ==","Recoleta",4,2,97,95,199000,"Departamento"
"BuVNrWXH+hquoo3K/IBR9g==","Balvanera",2,1,41,41,138000,"Departamento"
"PeLAdVXB26cHN/GCtTxzVQ==","Caballito",4,4,163,130,430000,"Departamento"
"l8L0jLLmnKZiLai/kIdEyA==","Caballito",3,1,55,55,98000,"Departamento"
"R9oQgwILr9vjLup6JFeqCw==","Monserrat",3,1,60,60,135000,"Departamento"
"gpf3GHS3/b/MvrynU0xh/A==","Colegiales",4,2,134,108,474000,"Departamento"
"h8+EBq7a9jM8PpoBRJia6g==","Barrio Norte",2,1,31,31,104000,"Departamento"
"xQ6Sd6x/IZSLWbOtqVReGA==","San Nicolás",2,1,28,28,89900,"Departamento"
"sol/i5HuKx06HWx4XTm+/A==","San Nicolás",2,1,28,28,89900,"Departamento"
"UjaDMHUpTbhuchMBleYIHg==","Villa Crespo",2,1,31,31,78000,"Departamento"
"gau85YlFtLMM8TOQW7PX2A==","Villa Lugano",3,1,70,70,80000,"Departamento"
"fNDz8F7CRbj/LuOiH733cA==","San Cristobal",2,1,48,41,117000,"Departamento"
"yr6Wg/StaWMtGtMiPyTXOQ==","Villa Urquiza",1,1,39,36,149000,"Departamento"
"YebM1HF/kK+GGJCzna003Q==","Villa del Parque",4,1,81,81,139000,"Departamento"
"ipECwFtjcYqIJWi8jl6CQw==","Villa Pueyrredón",1,1,37,30,110000,"Departamento"
"OBF7zE4PDe0HKKlr1J4fFw==","Villa Pueyrredón",1,1,31,29,85000,"Departamento"
"Do5s67ZVfBDuzlMmxJgnjQ==","Boedo",2,1,38,32,90000,"PH"
"6Ccm39iWzIFY60ZikHOAdA==","Palermo",2,1,36,36,93000,"PH"
"VCZhJjinPKkr0aGmq7HNXg==","Palermo",2,1,84,44,169000,"PH"
"W6WXJk4VeI864C95jjIy5A==","Agronomía",2,1,80,47,129000,"PH"
"67Ium02Njge3RIf1q4w7tg==","Agronomía",2,1,77,35,114000,"PH"
"4qVd7DkcDdYW/eDjsCJf6w==","Agronomía",2,1,71,56,116000,"PH"
"NKdswVY96sYDm0bwj26zmg==","Villa Santa Rita",2,1,49,49,110000,"PH"
"jTrGlAg5xQHDSPY9no+9uQ==","Once",2,1,42,42,80900,"Departamento"
"lBG33cZ5jUEnSieHOwVXhA==","Nuñez",2,1,45,45,157000,"Departamento"
"a4uaYE556bCwkA+6HPddiQ==","Almagro",2,1,50,47,125000,"Departamento"
"IOwKpXmPK40iIKF3FYRs9Q==","Almagro",2,1,46,44,129000,"Departamento"
"h3t7Pp8O0JoRyjJRc1tHdA==","Barracas",2,1,44,40,139900,"Departamento"
"r9gwZqQj3Px600jDIuDe3g==","Saavedra",2,1,40,37,110000,"Departamento"
"Op9iPpRGrznLs2uXHjmS6A==","Caballito",2,1,54,46,184900,"Departamento"
"BVcSq/H5Puk+gigz2FGajQ==","Caballito",2,1,71,43,112000,"Departamento"
"9aVWM17miNdp4g/kcp25qw==","Barrio Norte",1,1,38,35,130000,"Departamento"
"8uW6tmjZe2Bd+S34LHLKvg==","Barrio Norte",2,1,35,35,119000,"Departamento"
"vb1nTxDFmF+kvmwQayZcIQ==","Villa del Parque",2,1,45,42,123000,"Departamento"
"KlgaANIx26dc7iFtnzUGpg==","Almagro",4,1,67,67,185000,"PH"
"m3xhjpxhyjdpvq2W9/IlYA==","Agronomía",3,2,90,62,168000,"PH"
"WOgJblAvWx5N/MkHnuw97w==","Agronomía",3,2,104,43,175000,"PH"
"6cCcBi80YoSHuxTIkE6YTA==","Villa Devoto",4,2,113,113,199000,"PH"
"GgxoIfshIm8cSAy3zEstNw==","Villa Devoto",4,2,121,90,199999,"PH"
"IywR4ksyZ2P9nzA2IXFYcA==","Flores",3,1,62,49,116000,"Departamento"
"PKt8DCHSbh4YaxWpITOvqg==","Retiro",3,1,73,73,170000,"Departamento"
"0NhO8dDhfUtiBe47PhPGWQ==","Almagro",3,1,65,60,158000,"Departamento"
"QtNMH4TQBdO2S7sgbA0NHg==","Coghlan",3,1,62,58,203000,"Departamento"
"4hgTMrmJT03QPNzX9/awRA==","Palermo",3,1,51,51,155500,"Departamento"
"u5ea1c5d281NiPQ6cLiaUw==","Palermo",3,2,89,80,469000,"Departamento"
"pVH05wlqs+8vJNC1P+PHMg==","Recoleta",3,2,97,97,265000,"Departamento"
"HPFMNIgxKk3UKNDaEqNpwA==","Recoleta",3,2,104,95,399990,"Departamento"
"YlqlGYJtTA7jQgTfdO0L6w==","Balvanera",3,1,49,45,119000,"Departamento"
"eixfmY3bBoUYENqbbXDmHg==","Balvanera",3,1,76,76,159900,"Departamento"
"6nMgT0x6ae/mzlhyY4sq7Q==","Balvanera",3,2,75,75,158000,"Departamento"
"3aG923i5u7StnnFzWK7kdA==","Caballito",3,1,80,76,179000,"Departamento"
"ADABk238gdEco1eRMCsBpQ==","Caballito",3,2,80,76,330000,"Departamento"
"77IgMb6LebAt/C5SiLJZUQ==","Monserrat",3,2,80,80,169900,"Departamento"
"O0x7kJQapzAx42Sb/PQE+Q==","Monserrat",3,1,70,58,139900,"Departamento"
"W/J71j8Me704gp7GKagXRQ==","Palermo",4,2,126,113,299000,"Departamento"
"2U/dUkLz29GVK7CP7EjG9A==","Palermo",4,3,132,121,653000,"Departamento"
"j23HodjHvSJRj8TfrDFanQ==","Palermo",4,3,160,110,448000,"Departamento"
"Zapny4OKPgO2CCJMZpaSOA==","Barracas",4,1,95,95,360000,"Departamento"
"oqpdr7n/oGMJOmqjkbQpIA==","Caballito",4,1,94,85,225000,"Departamento"
"WqevsFDkN8yV0kDTptXkwQ==","Caballito",4,3,185,141,339000,"Departamento"
"KEPvve8gGiLKawFy6wqRnw==","Monserrat",4,1,77,77,134900,"Departamento"
"Jwqlbw8JLHAsef29LoPALw==","Las Cañitas",4,4,190,170,690000,"Departamento"
"XNgh/ySdD2EVphaXOKT3ag==","Villa Urquiza",4,2,110,100,475000,"Departamento"
"93YbA2fRDqTPSOi2/vUgKw==","Villa Urquiza",6,3,187,154,410000,"Casa"
"CV+o/a/Prze1fQSbdnvokg==","Recoleta",5,2,210,210,595000,"Departamento"
"JSWToAzL5GtKIRIuTV6WYw==","Caballito",5,2,140,100,265000,"Departamento"
"OzeEQXand4a5RITywWpwIw==","Belgrano",8,5,153,153,649000,"Casa"
"LTNdUY2lnmjS72UKP8ZuZQ==","Flores",3,1,80,71,150000,"PH"
"CIs3ILBLUp7atckUtpuHxQ==","Nuñez",5,2,135,117,275000,"PH"
"pixhZDbVaQ1QIoBXU8hs9A==","Mataderos",2,1,56,42,108000,"PH"
"FgQfzkxSr/cc70eKN5ZA3A==","Agronomía",3,1,89,75,195000,"PH"
"JVI31oSUIHRn4hukk7wYJg==","Constitución",4,1,148,109,190000,"PH"
"6ifDSJ69ol7h+xnis+9kfg==","San Cristobal",6,2,315,235,310000,"PH"
"s3/4pWzRBfGlCPnmnWF0Tg==","Villa Pueyrredón",3,1,89,75,195000,"PH"
"78BEyxGBoxA9Db2CwXNq1Q==","Flores",5,3,220,220,295000,"Casa"
"nLJQho1hSVQifufVaodbZQ==","Flores",5,2,260,260,290000,"Casa"
"DhQlSMsI6OMdP9m37eRsCA==","Liniers",3,2,190,190,170000,"Casa"
"Vt9ru+0yoy7+GXJk5oW8pQ==","Paternal",4,1,110,110,195000,"Casa"
"IJ2T6BoVo5H56o+KtPpM3A==","Chacarita",4,1,160,100,265000,"Casa"
"u0P74Km+JVtf525CKDGm4g==","Chacarita",4,2,258,258,750000,"Casa"
"AM9QtaZeUNAvSurl9nj3kw==","Mataderos",4,2,105,85,158000,"Casa"
"q3ypLlIswTH/CoLo0PsVmw==","Mataderos",4,2,192,140,335000,"Casa"
"odLZermI4U7ZdBgRH5bFww==","San Telmo",4,2,168,160,299000,"Casa"
"kSuL4EVVe8XyPoKX4UF3LA==","Versalles",2,1,130,110,155000,"Casa"
"huvju3uDBy/Gcliiq6w9CQ==","Villa Urquiza",4,2,134,99,329000,"Casa"
"YjHi/MQt58XCk0rlEuJwsg==","Boca",2,1,52,39,1e+05,"Departamento"
"RAk83P4o4Jj4Zg42v1634w==","Once",3,1,65,65,150000,"Departamento"
"FlgccslKGZU2A2dJd26E6A==","Boedo",2,1,53,41,170000,"Departamento"
"wfTHQPKBLGlIE+fG6qsmeg==","Flores",1,1,40,35,102000,"Departamento"
"KarxtR1ah7wL3vr8PZ+MBA==","Flores",2,1,56,56,125000,"Departamento"
"BiynaIwOkwfZtDvfS3oA6g==","Flores",4,1,85,79,159000,"Departamento"
"j5TfcGu8wGrL9mniW+k1Kw==","Flores",4,2,103,94,285000,"Departamento"
"0FX/kXxg6Vr8ZjFBxuq+4A==","Nuñez",1,1,43,43,163510,"Departamento"
"eW1MX0Y+b+mc8Sob4OPWcQ==","Almagro",4,2,110,78,259000,"Departamento"
"1rlwT5Sy0etF/XohSog3lQ==","Almagro",2,2,55,50,194500,"Departamento"
"dTC1WW9lGdC/nWeM/pL73g==","Almagro",2,1,37,37,89000,"Departamento"
"BgXWKveQ+8OetFCo3e8YvA==","Liniers",2,1,44,40,95000,"Departamento"
"oqb60h1XOj6XBqzohyD7Mw==","Liniers",3,1,55,50,125000,"Departamento"
"ly3yo1MsuKq/WZijYati8Q==","Palermo",4,1,114,99,387000,"Departamento"
"0cvfTA32vGQumZ7QvqpGpQ==","Palermo",3,1,87,74,307000,"Departamento"
"wBtHwvHquBHtmR3S0FgVEQ==","Palermo",1,1,34,30,119404,"Departamento"
"nawiyYndTyIcTn7JVwJhbA==","Palermo",1,1,38,34,128500,"Departamento"
"2HfR09Rt8dHQdvcaGMWFUg==","Palermo",2,1,55,45,157000,"Departamento"
"n6OOJ0/oD3AXkJ1k3RKP2Q==","Palermo",2,1,47,43,172000,"Departamento"
"TWz6zRprBgY5x+alwKfzvg==","Palermo",2,2,55,50,194500,"Departamento"
"OVZxIZcNdqFV192XmOmKlA==","Palermo",3,1,114,80,380000,"Departamento"
"g215khrIeOpcd7B7LNkF6A==","Palermo",1,1,35,31,124572,"Departamento"
"izbKpq7hYPi3uvATfOSzkw==","Palermo",1,1,34,30,121575,"Departamento"
"C3O+s4sVwdcWMReX7agUuw==","Palermo",1,1,34,30,109900,"Departamento"
"ej7SpgDHPNgWSOegUxvdCQ==","Palermo",3,2,60,60,282000,"Departamento"
"DYQArQA/S0H6JeI9keUlqw==","Palermo",2,1,35,35,94500,"Departamento"
"S9bapIF8ih9rbsJUL3m4dw==","Palermo",3,1,79,65,280000,"Departamento"
"XCgaq8XBBRvrhz8F7H1QKw==","Palermo",1,1,36,32,128000,"Departamento"
"EBjhgfRUC8KBdvYqYAnsoQ==","Palermo",4,2,140,132,420000,"Departamento"
"CjT2s5sT7//9RQv8C305xA==","Palermo",4,2,84,76,365000,"Departamento"
"N+DeHFsMriBxR+2oSAyAcA==","Palermo",1,1,62,34,169149,"Departamento"
"NA9epbuUhNaejm/C7id+sA==","Palermo",4,2,139,127,510000,"Departamento"
"KQ89cmcyMCVemwc9hPn6Yw==","Palermo",1,1,34,31,114629,"Departamento"
"m+PsCSb1bEnS+Z5YYr3pXg==","Palermo",1,1,38,31,109000,"Departamento"
"BEStACBET4PqiHUZzKi8sg==","Palermo",1,1,32,28,106754,"Departamento"
"fJAlk50nhfWxAg9wcavkIg==","Palermo",1,1,30,30,70067,"Departamento"
"td8/cSqDSaH37Xjndpkl7A==","Palermo",1,1,40,35,117000,"Departamento"
"wHhSjWi23NS9vPDoxprYYw==","Palermo",3,1,129,85,4e+05,"Departamento"
"tliM8Hk0rnNGQTDB0cq9YA==","Palermo",1,1,38,34,130000,"Departamento"
"vdYpoOu3XH3oQHT7jz6NxA==","Palermo",3,1,98,85,335000,"Departamento"
"s7MI4XG/VpoxSTE5X59OLA==","Palermo",1,1,37,33,120000,"Departamento"
"rH3X1eHo91QHiOc38nR0nA==","Palermo",2,1,35,35,130000,"Departamento"
"Oq6BIqperjs6pabq5WGJ4g==","Palermo",1,1,36,32,128000,"Departamento"
"ybU9TKH+VqkxM9tq0PJqng==","Palermo",1,1,35,31,122348,"Departamento"
"LQ3HsWHNRWK6L/0jGJhYZA==","Palermo",4,3,170,160,480000,"Departamento"
"S6ePrSHkvyZwyaDV2JgE2A==","Palermo",1,1,38,34,135000,"Departamento"
"IuM1Rwj5yIwRHR4BrxL0EA==","Palermo",2,1,48,48,220000,"Departamento"
"BmYUUDMJf7iZl7mRHqPbzw==","Palermo",4,3,170,160,480000,"Departamento"
"VvsBk3isvxvhdrie/scvUQ==","Belgrano",1,1,38,31,120000,"Departamento"
"3GRWPhz/3n4xchFilaOkdQ==","Belgrano",3,2,70,67,259000,"Departamento"
"1xmB1rClG6vcUEvkLKjwNA==","Belgrano",1,1,32,32,125000,"Departamento"
"TzvvmCkvu/61aztEYecZDA==","Belgrano",4,3,170,160,480000,"Departamento"
"vMXjy8uJeTKWVgw4oWgqpQ==","Belgrano",3,1,84,76,275000,"Departamento"
"SrXpK2KCwH6zYWC/G8JnxQ==","Belgrano",5,4,217,198,850000,"Departamento"
"+rhwR5U+JQhAmPWpA4CoZg==","Belgrano",4,2,100,92,340000,"Departamento"
"jJh8UW2E1dZ16RhBVr+bYQ==","Belgrano",2,1,70,59,289000,"Departamento"
"wPUzx+U7O87q7wVFXBpOlQ==","Belgrano",4,3,134,120,430000,"Departamento"
"oScHtf8Lb3iixFUb5Fc/fw==","Congreso",4,1,129,119,285000,"Departamento"
"709py+k0wVdyTAnBw34DkQ==","Paternal",2,1,58,58,140000,"Departamento"
"qx2AC8LOIGdoTkk6x7AKcw==","Recoleta",2,1,73,56,252595,"Departamento"
"yIyacX4HEJfmepYZTOQLPA==","Recoleta",1,1,29,28,172044,"Departamento"
"q6aQ3H49UB8JGPXkbLPxPQ==","Recoleta",2,1,42,39,89000,"Departamento"
"J05G3afPXFLHSCA2K8gagA==","Recoleta",1,1,31,30,184375,"Departamento"
"d9aqKtY8ZigbIq3As2YQfg==","Recoleta",1,1,29,28,172044,"Departamento"
"zNdRrl0IgPQADCMLFHeooA==","Recoleta",1,1,36,35,215763,"Departamento"
"OzmFI7MQPGX4taTYRvJocg==","Recoleta",2,1,47,47,162505,"Departamento"
"cxHBUkc2+jem+o1CZbcWmw==","Recoleta",1,1,36,35,215763,"Departamento"
"3bjL5brkdtf6IG4vUFiQsQ==","Recoleta",2,1,43,37,165000,"Departamento"
"saRW/SYMPDUK5zsFl0e4Sg==","Recoleta",1,1,31,30,184375,"Departamento"
"M0awVXIB2a2VAQJ5wvxfqg==","Recoleta",1,1,29,28,174699,"Departamento"
"8WhJKmpvQeTyy+KEB97cxQ==","Recoleta",2,1,47,47,162505,"Departamento"
"+nt4njmCXaqwQddZGeDwMQ==","Recoleta",3,2,96,86,380000,"Departamento"
"+TotvAwYQlrWVnlNNQl2nQ==","Recoleta",1,1,36,35,215763,"Departamento"
"dsJo0Fw/vS9KagjT+02aEg==","Recoleta",1,1,29,28,174699,"Departamento"
"OZg1Axp1aDCMLES0BbzXkQ==","Recoleta",3,1,68,68,187500,"Departamento"
"jrLCrrSjbd2/sD6IrAQu7Q==","Recoleta",1,1,31,30,184375,"Departamento"
"c2o10rfk1deu8PytwmNNfg==","Saavedra",1,1,56,50,130000,"Departamento"
"r0tIdawRNK/HMy3F3LBRxQ==","Balvanera",3,1,65,65,145000,"Departamento"
"YinC+c5TVfnOTtDiAXC5mA==","Balvanera",4,1,129,119,285000,"Departamento"
"y1WKj5NJrppL94lvSlZqUw==","Balvanera",4,1,110,98,2e+05,"Departamento"
"KGWqRPxziOlUo8udtGUuoQ==","Balvanera",7,1,212,180,219000,"Departamento"
"T1wkcsmhKS/6HYnITmgC4Q==","Balvanera",4,1,100,90,119000,"Departamento"
"i0/Oi7Chqr5IEj8zFdKUUQ==","Caballito",2,1,46,42,115000,"Departamento"
"B5x3xqzX5sf05cvrFsEqlQ==","Caballito",2,1,49,44,140000,"Departamento"
"HuefCPSfsYg+Cy0ZERmWLA==","Caballito",2,2,100,90,290000,"Departamento"
"1LtmAt0N5icpY2mprlukNg==","Caballito",3,1,100,93,298000,"Departamento"
"hx9QXMItmAl34qSf6eH9Cw==","Caballito",3,1,46,46,99000,"Departamento"
"piyu5cl9fnFCsqD79IaLGA==","Caballito",4,2,84,84,190000,"Departamento"
"BqBWJwgp5ZJiif9+SCqoIg==","Caballito",2,1,44,40,130000,"Departamento"
"d7j8N0+J2wzKMxSwHQLRpQ==","Caballito",4,2,136,128,380000,"Departamento"
"AeCw9eFlo1BCE2Io0m6l5w==","Caballito",3,2,75,68,248000,"Departamento"
"FGI6h61AV4PmfDtcJHoqHw==","Caballito",1,1,49,44,150000,"Departamento"
"gZ8wZCKvdts/OTq0EFnaGg==","Caballito",2,2,55,50,194500,"Departamento"
"SQbgntTbNJuz2N0/pfsuKg==","Caballito",2,1,35,32,102000,"Departamento"
"i597xqr1Ea/++wprb0mP1A==","Caballito",3,2,80,72,275000,"Departamento"
"TxgPxyLgCVMknLOXAQUPIA==","Chacarita",2,1,40,38,89000,"Departamento"
"qV30v9l7Jq3Sf0Bp3lvg9Q==","Chacarita",2,1,51,47,135000,"Departamento"
"4tPqM9WLoSdlontQSfIZ/A==","Chacarita",4,2,78,70,170000,"Departamento"
"yCSJGZsYBww7qJYyAIKvqw==","Monserrat",3,1,53,48,105000,"Departamento"
"Co2koeRE1tLQxsuwoWN/GQ==","Monserrat",4,1,129,119,285000,"Departamento"
"gMIWZPCeGyWz0gPerkh4sg==","San Telmo",3,1,53,48,105000,"Departamento"
"QNhGuq/tquw9uH2F7Mw3JQ==","San Telmo",1,1,37,34,129000,"Departamento"
"2baKSh4+2nwFpxFOjkPVZg==","San Telmo",3,1,53,48,105000,"Departamento"
"/gPYBXWuVf9M4+wNdK+i/A==","San Telmo",3,1,83,76,152000,"Departamento"
"FyVFrq2uQ/0HrMyKAfmEaA==","Colegiales",3,1,65,62,142000,"Departamento"
"QYVbWQ2gaCkk+R8OwJCKfA==","Colegiales",3,2,53,48,170000,"Departamento"
"TQYRuKpe2753tZz6B8UcwQ==","Barrio Norte",3,1,61,54,135000,"Departamento"
"c7t1qk7+RNjNrXqPlTe4pg==","Barrio Norte",4,2,193,175,849000,"Departamento"
"pHwMcswZnsYblemiwj7VRQ==","Barrio Norte",4,1,110,100,360000,"Departamento"
"jbCl79GTrUYfhQ/OYoNGPQ==","Barrio Norte",1,1,45,35,155000,"Departamento"
"cCfyDtkgBCi//rf80oVWiQ==","Barrio Norte",1,1,37,32,115000,"Departamento"
"16e5YpBJwtbG67DcM5n0Ow==","San Nicolás",2,1,38,38,76000,"Departamento"
"J3vnHHGSfAhEovvoRp7UxA==","Villa Crespo",1,1,42,36,133000,"Departamento"
"ne9YmT78EKiWeL4S947raw==","Villa Crespo",2,1,47,47,122000,"Departamento"
"yZRyEt74vh1fNtulBUuw1g==","Villa Crespo",1,1,49,40,99000,"Departamento"
"zLlldkVV2FsO2hYV5zHinQ==","Villa Crespo",2,2,55,50,194500,"Departamento"
"85aOiwcXGPdVNbOlns5FoA==","Villa Crespo",4,1,165,146,265000,"Departamento"
"ShEMzxVyKk6V/7EhCqhweg==","Villa Crespo",2,1,40,40,130000,"Departamento"
"gCNLQAqAEuxBUQF21Zlyrg==","Villa Crespo",1,1,40,35,104000,"Departamento"
"mLCySdFQKz4/Gapo2XkTkw==","Villa Crespo",3,1,50,45,122000,"Departamento"
"SAaWLKxF7sHgGePT++NqoA==","Villa Crespo",3,1,57,57,132000,"Departamento"
"mxhjhbQeH3GxS6HUX+xSKw==","Villa Crespo",1,1,36,33,108000,"Departamento"
"BddCX2JvkX+Ilp6HE3zXTA==","Villa Crespo",1,1,36,33,108000,"Departamento"
"w8STkd9HAM8z2+G/V2trbQ==","Villa Crespo",1,1,49,40,99000,"Departamento"
"IXqUAL5rwHgwLQd/aUZF7Q==","Villa Crespo",2,1,47,47,112500,"Departamento"
"MCvyM6UGRsZ8XXcM8H3Jdg==","Villa Crespo",1,1,33,29,94500,"Departamento"
"cN3dw0WpqAKaQHpvRzWrrg==","Villa Crespo",2,1,40,40,96000,"Departamento"
"gI/xaq9q4y11vnE97BiQgQ==","Villa Devoto",3,2,107,87,269000,"Departamento"
"ah28BUjaS24X14oKbue8Gg==","San Cristobal",1,1,36,33,77292,"Departamento"
"MA5s0JgMn2GkPkchZbwBJw==","San Cristobal",1,1,36,33,75190,"Departamento"
"olRY+WYRojK7Svc6oUIQqw==","San Cristobal",2,1,50,45,115000,"Departamento"
"XElAZRrEaWCMYs1kK3VFig==","Villa Urquiza",2,1,54,48,157000,"Departamento"
"urznsrCGuhD9zd1GqYHSnQ==","Villa Urquiza",3,1,57,52,158000,"Departamento"
"7Cu/8KrHFs3lnjHeYjf8PA==","Villa Urquiza",2,1,60,52,145000,"Departamento"
"5JgZ+3lQc/E/ydHjb+HRug==","Villa del Parque",1,1,38,36,83000,"Departamento"
"B/CpIjYmoLqee7We14pxZA==","Villa del Parque",4,1,100,86,315000,"Departamento"
"FCdCsUc8nAmlSw5cQCSOog==","Villa del Parque",3,1,45,45,85000,"Departamento"
"IpBmRHmpIBcXOiEjQLKHMw==","Villa del Parque",3,2,60,55,159000,"Departamento"
"U5U21Hu29Ap2H5xFMrHNSA==","Villa del Parque",4,1,100,86,315000,"Departamento"
"3sgOih9r+jZj+F8rX0YuTw==","Villa Pueyrredón",2,1,60,44,137000,"Departamento"
"nqVRLGOt2y6+cTAni7SolQ==","Villa Pueyrredón",3,1,70,56,160000,"Departamento"
"KpuQ96ltx3YuX5sVGUpgSQ==","Villa Crespo",1,1,41,41,112750,"Departamento"
"y9+6F49icBLusoi5gpmsjQ==","Villa Devoto",1,1,48,40,121000,"Departamento"
"244icM1pAOplZDRof09gxQ==","Paternal",2,1,46,46,89000,"PH"
"fvSbxsPrzPwUnUbbdMvuig==","Caballito",2,1,49,49,105000,"PH"
"cSdffx41eWWvp01uih++qQ==","Monte Castro",2,1,50,46,83000,"PH"
"Iw4swSk56skQBxQ7rQxb+g==","Villa Santa Rita",2,1,136,54,132000,"PH"
"EZc3BZZtYrGCpWoOYM+scg==","Villa del Parque",2,1,140,73,189000,"PH"
"5VzBaA9PX0FQdBs3CfwxxQ==","Boca",2,1,45,40,106000,"Departamento"
"XWx4Tpd8cWuT7Jww607vGQ==","Boca",2,1,45,40,124000,"Departamento"
"7S8xe+7S0INvNyPDcdDysw==","Once",2,1,59,39,110000,"Departamento"
"17fH7TDzuOzC7HsBuYNVxQ==","Boedo",2,1,42,39,118000,"Departamento"
"WLOA3d8nPm32d2yAdDyIhA==","Flores",2,1,73,73,115000,"Departamento"
"egNSfn0CIh+r1yMHryDgig==","Nuñez",2,1,70,63,330000,"Departamento"
"AdGPz2P9NCc3SNno3kZLLA==","Nuñez",1,1,46,35,130000,"Departamento"
"yUikM51Uh9wqocE3hTS9yA==","Nuñez",2,1,50,42,175000,"Departamento"
"U9KB7nm9C92OGpRDGpkN4g==","Nuñez",1,1,45,38,123000,"Departamento"
"plNk0H4PG5oNNov1nQBOKA==","Almagro",2,1,55,40,121900,"Departamento"
"vJbirM1HuiSGiRiMNyz2WA==","Almagro",2,1,43,43,133000,"Departamento"
"Gsrt9x8WcJR6KjESjowZXQ==","Almagro",2,1,40,40,93000,"Departamento"
"/v14L5VxY5uTxrQv0DqzSw==","Almagro",2,1,42,38,88000,"Departamento"
"phQwmikGmM8f66LAmh+YDA==","Almagro",2,1,63,47,205000,"Departamento"
"PI3P9MriEH3ET9uZ03X7Yw==","Almagro",2,1,38,35,110000,"Departamento"
